243988	239879	4	25
252998	252997	4	5
254374	254350	5	1
258482	40219	4	11
40972	40974	4	5
47895	47893	4	11
8511	27943	4	23
96192	145754	4	25
148175	137076	3	22
179370	142363	4	23
182613	182612	4	11
207686	207687	4	4
219078	219045	4	10
268116	151752	5	1
53443	54513	4	25
67273	67262	4	27
99992	79348	4	2
101420	101414	4	25
116296	244052	4	25
119194	86369	4	10
169963	245738	4	11
180734	142443	4	4
20174	48834	4	25
231815	231816	4	24
249043	249079	4	14
56671	135218	2	24
65911	53329	4	23
68086	68094	4	23
104906	245235	4	10
122332	122329	5	1
127709	148135	4	11
191081	108699	4	4
191467	285270	2	2
218706	218705	4	15
24512	19409	4	23
263826	280624	4	27
264471	282253	3	22
281569	282850	3	4
284571	188763	4	23
293358	293286	4	4
44438	199155	4	14
49935	50204	4	14
66696	66743	4	24
68176	68146	4	14
88305	88318	4	4
109698	155012	4	11
144427	52028	4	23
151507	147560	4	15
240834	240833	4	4
27122	27125	4	10
36229	36155	4	23
49149	49150	4	5
130275	122507	4	25
154008	169679	4	27
155150	155149	4	4
169473	248035	4	25
189498	189400	2	14
225787	225786	4	14
250892	51937	4	4
282360	282361	4	24
295475	280413	4	10
34099	34083	4	10
42258	20155	4	27
43190	53941	4	23
4365	4397	2	14
50100	50105	4	10
62824	62849	4	14
9300	8447	3	21
120943	98769	4	23
149737	229792	4	15
183127	185357	4	14
223102	86912	4	2
237909	237907	5	1
27552	32313	3	8
54826	68720	4	24
57224	57203	4	24
97676	194944	4	26
116188	116211	4	4
144542	132844	5	1
178961	213160	4	14
213080	213079	4	26
285919	285924	5	1
286586	286585	4	4
293574	131088	4	4
45262	45263	3	22
62628	84658	4	25
86565	86568	4	4
102585	102583	4	25
153009	147163	2	2
154418	118015	4	11
177767	177766	4	11
182082	175736	2	23
189248	188959	3	13
215550	104782	4	14
40064	40065	4	15
45689	45687	2	11
530	526	2	14
79172	79191	4	25
80434	246	4	23
81769	81770	4	23
83675	83664	4	4
126099	211641	4	2
149473	162686	4	23
154751	152171	3	4
183539	136939	4	14
190395	190396	4	25
211939	212259	5	1
256608	256617	4	26
275310	274943	3	16
279276	279273	3	8
281288	197744	4	10
42029	40331	4	23
70160	70166	4	23
76622	76618	4	3
116048	116114	4	23
121872	231862	4	25
137231	258525	4	23
16764	16729	4	14
170764	170765	4	27
196149	205964	4	23
222001	222002	4	14
242589	260333	4	4
246275	109514	5	1
68348	66105	3	27
82161	82140	4	14
10310	9029	4	4
155659	147763	4	2
161945	263984	4	2
222769	111141	4	2
261259	227027	4	24
48364	48369	4	25
66034	66035	4	24
76337	195569	4	14
87907	140337	4	25
112800	284828	4	25
124920	122882	5	1
191336	51935	4	15
192908	188111	4	23
200586	224073	4	14
207024	207023	4	14
209088	150586	4	10
211246	190920	4	4
233106	233105	4	25
24047	24035	4	23
268067	93310	4	14
27473	27485	4	24
56155	88795	4	14
60782	61189	5	1
62600	112669	4	2
90776	12359	4	5
98450	136369	4	25
113283	70833	4	10
129695	129694	4	10
162921	158465	4	14
173379	279414	4	12
182355	167304	4	14
188444	189113	2	2
217426	217372	4	23
227064	178412	4	10
229880	221633	4	23
41218	41215	4	25
6204	95856	4	23
82865	82866	3	21
92521	190406	4	25
99536	99559	4	25
106087	146092	5	1
108535	108539	4	24
142295	81090	4	23
154071	150064	3	21
165364	206662	4	11
174393	174394	4	25
188985	188706	2	14
191135	191136	4	24
19889	14348	4	23
213969	190866	4	10
244445	244571	5	1
256494	126348	5	1
269729	36655	5	1
276501	180340	4	5
278202	278203	4	25
281621	281595	5	1
47767	47757	4	23
89087	137356	4	10
112541	53394	2	17
123501	123500	3	12
147821	195647	4	14
150592	90877	4	4
163423	158908	4	10
17840	61722	4	24
189664	188985	2	15
2111	28867	4	23
212361	212360	4	23
214598	127696	2	11
23893	151016	4	26
256197	111668	4	4
258384	265466	4	24
31600	31459	4	4
55299	125484	4	25
93305	287375	4	15
118439	124699	4	25
169360	157128	4	27
177444	197390	5	1
205414	205413	4	5
205742	258961	5	1
213642	213643	4	10
220054	150465	4	2
221827	221826	4	14
27533	27473	4	10
282556	282557	4	25
284740	284741	3	25
289090	143042	4	10
29474	29475	5	1
39118	259212	4	24
61790	145965	4	14
70625	77711	4	23
83960	83959	4	12
113200	113209	4	4
123314	149685	5	1
139811	208245	4	25
194709	105241	5	1
199469	273828	5	1
242394	272307	5	1
254308	254256	2	16
256033	256069	5	1
26000	26009	4	10
262934	249011	4	5
47968	47902	4	23
64268	225969	4	23
75896	75898	4	23
12067	11336	4	23
179062	273362	2	14
196760	132061	4	2
236499	41200	4	23
248208	61241	4	27
296826	296827	4	25
40354	107774	4	23
52670	52681	4	2
84823	51021	4	23
93376	93375	4	26
108517	108526	4	14
110673	211094	4	14
115589	115591	4	11
122878	120726	4	11
148325	154226	3	10
172034	252834	4	24
204041	204042	4	10
214356	4273	4	10
253220	253221	4	14
560	107116	4	27
72779	216872	4	24
94376	94381	4	10
101335	101327	4	4
112976	112974	4	25
121117	135060	4	27
127047	152306	4	14
131166	131165	4	4
172328	106610	4	23
189201	188529	2	14
194506	93014	3	24
203367	203368	4	25
233340	228793	4	10
248033	248029	4	8
271130	271131	4	25
32588	32590	4	26
9436	9434	4	23
122416	184310	4	2
155156	117730	4	14
197216	78144	4	4
212278	212572	5	1
26979	26978	4	5
273596	258454	4	4
278723	218901	3	8
43946	43262	4	10
47163	145009	4	25
7124	7116	4	2
9352	9351	4	26
13239	13240	4	23
133849	130818	3	11
158047	134439	4	26
178253	178272	4	13
195601	16118	4	5
239409	123213	4	2
2635	2636	5	1
278440	277973	4	13
281974	281975	4	25
70404	70412	4	24
72453	161085	4	10
94140	93813	2	4
96724	96710	4	23
126122	126118	4	27
148326	287049	5	1
171207	132704	4	24
173382	283503	4	25
20507	20509	4	25
212031	166538	4	23
253839	137411	4	10
255681	255682	4	25
259641	259542	4	11
38887	38891	4	24
86501	86502	4	13
95860	190921	4	24
117891	117908	4	2
126488	145062	2	13
129842	141617	4	24
140187	256606	4	24
155526	135444	2	15
189664	189565	2	13
190137	164180	4	10
231723	231722	4	4
235944	175510	4	26
111082	241241	4	24
140806	140805	4	25
151986	151987	4	24
161849	39143	4	13
164752	145449	5	1
173693	175850	4	15
197055	197054	4	2
225090	231105	4	14
225544	275821	2	25
243024	243039	4	25
253914	253913	4	4
256650	124010	3	22
29512	25425	4	23
61885	68548	4	25
106397	106396	3	16
143396	133211	4	11
154847	119883	4	25
192083	192082	4	5
203627	194643	4	5
21096	282147	4	25
21412	23728	4	14
238561	265881	5	1
29546	41291	4	23
43390	43180	4	4
51249	51250	4	24
57287	57279	4	23
101532	128494	2	2
109427	109445	4	14
127058	111521	4	2
157414	157413	4	4
157674	131815	5	1
160538	152907	4	2
18138	5026	4	14
188890	188444	2	14
212196	166538	4	23
225583	66745	4	16
231721	231711	5	1
263743	157672	5	1
264331	264327	4	24
276904	276963	3	7
87931	87941	4	24
99859	99869	4	24
11007	31629	4	23
116680	116065	4	15
143377	118378	4	10
153842	153843	4	24
158	78	4	3
158915	253707	4	24
168264	168265	4	24
178940	237583	5	1
183854	183855	4	24
295165	295099	5	1
295788	295789	4	24
41625	281784	5	1
57607	57121	4	14
67802	63717	2	25
116545	119371	4	2
118704	101447	4	4
135862	76726	4	2
151448	129885	4	2
209221	198496	4	27
225275	225306	4	16
238791	238792	4	24
243425	243436	4	2
257971	181819	4	23
26565	751	4	4
38137	29074	4	10
111628	213943	4	14
148872	121202	4	27
159801	133988	4	19
179529	179530	4	24
209429	209428	4	10
232515	264671	5	1
240842	240677	3	22
287383	287384	4	24
289067	289124	5	1
291444	291442	3	9
33646	36758	4	14
37574	34291	4	4
55284	55272	4	10
68161	68186	4	10
77330	77318	4	14
83778	83781	4	24
133718	127323	4	23
185503	138559	4	10
187047	103580	4	15
205575	205576	4	25
234001	234002	4	25
285848	290241	4	25
68628	41997	4	24
137053	62885	4	23
141984	122134	2	25
156003	140182	4	10
1594	66	4	3
180312	178762	4	25
182134	182135	4	2
182622	178420	3	7
190805	190806	4	14
198194	198193	4	10
211911	212032	4	23
220520	257304	4	11
22391	252844	4	24
251565	234228	4	25
33394	33399	4	14
33447	69597	4	10
100863	100854	4	24
136948	145962	4	2
145472	240018	5	1
152622	108756	4	25
160514	116593	4	10
172956	170725	4	4
188736	189570	2	27
189571	189510	3	10
201730	196430	4	25
243115	243114	4	5
279009	57624	5	1
285178	285167	5	1
286919	286918	4	5
287935	167729	4	10
295249	295250	4	25
44558	44567	4	24
149047	286548	4	13
16585	16584	4	6
170782	170783	4	25
203259	12869	5	1
26670	26655	4	24
281410	280167	4	10
38210	38212	4	10
50662	162380	4	26
52034	52056	4	23
5955	1010	4	23
192524	65911	4	23
193836	122856	4	2
214464	214465	4	26
22513	22505	4	4
93474	93460	4	14
93967	93978	4	24
104086	236180	4	23
107012	106978	4	2
128406	90837	5	1
14010	245250	5	1
152867	152866	4	11
177065	179213	3	13
185316	195933	4	25
189015	166772	4	23
1983	184854	5	1
210479	210480	4	2
211793	212123	5	1
220863	174668	2	4
250099	271911	4	25
267289	267288	4	4
276363	290606	2	25
342	74339	2	2
44066	44065	4	26
51585	51569	4	2
10128	10124	4	10
113380	108426	4	15
116085	155951	4	24
136519	131456	4	15
141846	176881	4	2
142536	142537	4	24
144433	128835	4	4
172901	172900	4	5
178730	178859	3	22
189813	189812	4	20
207156	198513	4	24
239870	239869	4	10
25950	25949	4	23
272659	199818	4	11
35744	35746	3	23
55678	55349	4	4
86132	86131	4	23
117309	170330	4	23
168290	187566	4	14
185036	167848	4	14
200547	200546	4	4
229986	181856	4	4
249932	247404	4	10
273007	273006	4	4
273013	162376	4	14
284991	57609	4	4
44555	44553	4	10
101962	101961	4	2
122423	171157	2	14
158781	158780	4	4
176770	129085	2	24
1877	1878	2	23
191932	1933	5	1
197425	209967	4	4
218428	218427	4	10
222581	222580	4	4
243154	243205	3	9
292565	278108	4	2
58267	58409	4	14
70406	70408	4	4
74230	74235	4	23
126159	189009	4	25
149302	161084	5	1
166034	284345	5	1
166428	126150	5	1
189694	77209	2	23
213600	81345	4	14
249222	265108	4	5
25432	25438	3	11
279963	176090	5	1
288677	287615	3	10
290822	211508	2	10
296167	268093	4	6
76319	289340	4	23
87188	87187	4	5
92059	187832	5	1
103107	103128	4	10
108742	108769	4	24
161037	159066	4	2
165199	79756	4	4
175934	170162	3	11
195747	188366	4	5
22294	22607	4	4
225958	225959	4	25
254191	254190	4	4
285533	285534	4	26
33624	33625	4	12
40671	40673	4	23
127313	181149	4	10
140272	77538	4	23
143102	238891	4	14
157755	153900	4	10
180048	198610	4	24
185960	185611	4	4
192299	127573	4	11
218288	135957	5	1
223303	223245	3	22
264608	91008	5	1
31002	30997	4	24
33276	33282	2	4
40469	40489	4	10
87373	87354	4	25
111772	150625	5	1
131194	127856	4	24
1472	32265	4	25
229823	229824	4	4
245275	77867	4	23
38027	38026	2	12
64644	162107	4	4
95920	227647	4	25
101709	249797	4	24
106574	106562	4	10
140472	194394	4	4
152386	152387	4	24
209795	209794	4	4
218916	106917	4	15
226429	226412	5	1
242340	135602	2	23
247462	248308	4	29
251412	251416	3	7
102878	64285	4	2
11222	11221	2	21
113054	113047	4	14
119365	119366	4	25
123186	140572	2	28
135112	137206	4	4
142387	135522	5	1
146477	242987	4	24
154715	154716	4	25
182826	182825	4	11
186693	202099	4	26
189235	189089	2	15
22055	17818	4	23
250053	250054	4	24
264365	76074	4	11
87116	87126	4	23
93520	93525	4	25
166538	125942	4	23
242350	226927	4	2
25426	236418	5	1
282422	293904	4	10
48105	48103	2	22
52626	219824	4	25
10722	10721	4	26
158658	150735	5	1
160668	145843	3	12
189154	189537	3	13
190551	139781	4	2
204117	210524	4	14
281947	281463	5	1
287810	287505	3	15
43867	32296	4	23
46723	46424	4	2
77636	242653	4	24
9484	9503	2	13
98676	98677	3	16
118941	141001	4	23
153707	153708	4	25
202037	206119	5	1
271013	184357	5	1
293287	293386	5	1
48225	48224	4	12
60223	256180	4	24
75294	75296	4	24
8172	8177	4	23
93032	92909	4	11
116641	116669	4	23
135137	203248	4	25
16728	5350	5	1
168977	130277	4	10
194385	123067	4	23
212763	154181	5	1
213332	213331	4	26
228406	228405	4	2
41182	41183	4	5
108261	108077	4	10
111740	123726	4	2
112454	109248	3	2
129410	162947	4	10
132935	134626	4	23
159256	159255	4	4
188763	284571	4	23
211655	102669	4	23
219571	159154	4	14
250973	250968	4	4
260131	260102	4	24
27464	7277	2	15
280170	280131	3	9
73674	73665	4	23
89104	89085	4	4
102275	235291	5	1
120442	6971	4	23
145533	157891	3	9
156407	157880	4	14
18951	18952	4	26
205095	207195	4	4
28817	269577	4	24
292013	292014	4	26
99801	99796	4	2
112082	180167	4	22
129518	137832	4	15
145329	284505	4	23
146674	161357	4	24
148672	145767	4	4
18478	18483	4	24
189533	188827	2	11
219392	196680	4	14
226411	226439	5	1
245567	243804	4	2
263150	263148	5	1
266727	266726	4	4
273372	247666	3	18
32138	32127	4	10
45323	291098	4	26
86074	86075	4	26
87029	89039	4	25
95350	97299	4	23
105318	15999	5	1
109162	109161	4	5
170722	181572	4	25
20545	20590	4	15
218134	181899	4	24
256951	256915	5	1
270445	199473	4	2
33077	33078	4	23
65577	240450	5	1
80737	80736	4	27
107683	99253	4	5
109733	269003	5	1
219350	257396	4	25
239758	259320	4	4
260821	215394	5	1
68247	256873	5	1
84632	84633	3	15
89808	84809	2	17
92993	76967	4	4
105815	105787	4	4
132980	160318	4	25
151954	59116	4	14
169038	169037	4	10
210293	204742	4	24
238384	290587	5	1
281299	20898	4	23
35520	35838	2	9
116832	275387	5	1
12028	12830	4	14
193130	160817	4	23
219794	292816	4	2
282780	282738	4	26
294941	291554	4	25
33873	155655	2	25
46506	46502	4	24
59523	22703	4	14
86591	159916	4	2
96214	272779	4	2
10724	10723	4	23
145992	145990	5	1
150401	296215	4	24
151731	149004	4	4
185801	67177	2	15
192656	107104	3	14
193781	193782	4	24
232772	169485	4	4
233469	233470	4	24
278960	278966	4	25
292961	294929	3	27
44055	277750	2	14
70868	142504	4	14
80867	80866	2	12
85404	86512	4	15
193113	208395	3	16
193811	193812	4	25
210436	258856	4	24
262748	262783	4	2
269247	153069	4	2
277146	143065	5	1
3146	100145	4	23
71128	26543	2	13
170226	165649	4	10
174801	164914	4	19
195737	211475	4	4
202349	202350	4	25
250541	249271	4	26
253177	283453	4	4
260307	260305	5	1
263818	159022	5	1
280428	280431	4	13
285628	145488	5	1
288627	288616	4	10
33487	33480	4	25
39264	206942	4	14
48454	48453	4	2
58875	58885	4	25
71104	71098	4	25
7560	7558	3	9
128311	138270	3	15
158496	154598	4	10
174602	245212	4	14
215021	215020	4	2
241983	118465	4	14
29035	198754	4	23
44371	45133	2	15
53221	397	4	14
108927	108937	4	24
